Timestamp,Predicted_Throughput
2026-02-04 12:00:00,147.85718
2026-02-04 13:00:00,126.602715
2026-02-04 14:00:00,108.796936
2026-02-04 15:00:00,104.52035
2026-02-04 16:00:00,116.63156
2026-02-04 17:00:00,141.43486
2026-02-04 18:00:00,170.89693
2026-02-04 19:00:00,194.10863
2026-02-04 20:00:00,201.44693
2026-02-04 21:00:00,189.26129
2026-02-04 22:00:00,163.07703
2026-02-04 23:00:00,132.86095
2026-02-05 00:00:00,103.70367
2026-02-05 01:00:00,79.21879
2026-02-05 02:00:00,68.2276
2026-02-05 03:00:00,68.15615
2026-02-05 04:00:00,67.75958
2026-02-05 05:00:00,68.8424
2026-02-05 06:00:00,75.29914
2026-02-05 07:00:00,88.524925
2026-02-05 08:00:00,107.688354
2026-02-05 09:00:00,130.00215
2026-02-05 10:00:00,149.82149
2026-02-05 11:00:00,159.01485
2026-02-05 12:00:00,151.88129
2026-02-05 13:00:00,132.20146
2026-02-05 14:00:00,112.27111
2026-02-05 15:00:00,103.695786
2026-02-05 16:00:00,111.36829
2026-02-05 17:00:00,133.15453
2026-02-05 18:00:00,162.05284
2026-02-05 19:00:00,187.72438
2026-02-05 20:00:00,199.77605
2026-02-05 21:00:00,192.7595
2026-02-05 22:00:00,169.44737
2026-02-05 23:00:00,139.69252
2026-02-06 00:00:00,110.32958
2026-02-06 01:00:00,84.726425
2026-02-06 02:00:00,69.720825
2026-02-06 03:00:00,68.139885
2026-02-06 04:00:00,67.994316
2026-02-06 05:00:00,68.30436
2026-02-06 06:00:00,73.184
2026-02-06 07:00:00,84.68702
2026-02-06 08:00:00,102.469315
2026-02-06 09:00:00,124.3125
2026-02-06 10:00:00,145.3875
2026-02-06 11:00:00,157.9622
2026-02-06 12:00:00,155.01846
2026-02-06 13:00:00,137.55176
2026-02-06 14:00:00,116.39667
2026-02-06 15:00:00,104.16176
2026-02-06 16:00:00,107.6258
2026-02-06 17:00:00,126.24277
2026-02-06 18:00:00,154.034
2026-02-06 19:00:00,181.44131
2026-02-06 20:00:00,197.67596
2026-02-06 21:00:00,195.69952
2026-02-06 22:00:00,175.82504
2026-02-06 23:00:00,146.90848
