Timestamp,Cell_ID,RSRP,SINR,Latency,Throughput,Packet_Loss,Connected_Users
2026-01-01 02:05:00,Cell_01,-87.08,18.89,55.5,109.81,0.32,54
2026-01-01 02:10:00,Cell_01,-83.97,17.62,66.74,133.35,0.94,72
2026-01-01 02:15:00,Cell_01,-87.31,20.96,53.8,117.17,0.22,54
2026-01-01 02:20:00,Cell_01,-86.16,19.53,55.22,97.75,0.3,55
2026-01-01 02:25:00,Cell_01,-84.33,19.08,64.91,115.71,0.31,73
2026-01-01 02:30:00,Cell_01,-84.83,19.86,56.5,95.02,0.25,57
2026-01-01 02:35:00,Cell_01,-83.1,20.12,60.02,129.52,0.37,70
2026-01-01 02:40:00,Cell_01,-86.95,18.53,72.79,115.7,1.13,64
2026-01-01 02:45:00,Cell_01,-87.79,17.65,64.58,108.08,0.33,61
2026-01-01 02:50:00,Cell_01,-84.09,17.31,47.02,77.93,0.23,48
2026-01-01 02:55:00,Cell_01,-78.53,16.87,63.33,80.66,1.22,53
2026-01-01 03:00:00,Cell_01,-83.28,20.9,57.32,108.67,0.58,61
2026-01-01 03:05:00,Cell_01,-84.47,16.55,57.22,99.93,0.44,61
2026-01-01 03:10:00,Cell_01,-81.81,18.54,62.12,122.08,0.47,67
2026-01-01 03:15:00,Cell_01,-84.55,21.28,63.23,140.12,0.3,66
2026-01-01 03:20:00,Cell_01,-87.06,20.04,63.15,123.23,0.05,65
2026-01-01 03:25:00,Cell_01,-87.12,17.66,62.11,118.11,0.39,67
2026-01-01 03:30:00,Cell_01,-83.79,20.51,57.92,96.61,0.44,62
2026-01-01 03:35:00,Cell_01,-88.53,18.93,50.88,123.73,0.48,61
2026-01-01 03:40:00,Cell_01,-86.87,17.93,63.11,122.16,0.92,64
2026-01-01 03:45:00,Cell_01,-79.99,18.94,60.37,127.37,0.45,67
2026-01-01 03:50:00,Cell_01,-87.43,19.32,69.91,127.93,0.8,71
2026-01-01 03:55:00,Cell_01,-88.38,18.16,60.91,113.73,0.82,70
2026-01-01 04:00:00,Cell_01,-86.63,18.55,54.64,97.09,0.41,60
2026-01-01 04:05:00,Cell_01,-90.14,18.7,65.02,124.01,0.92,69
2026-01-01 04:10:00,Cell_01,-82.66,16.26,60.39,112.66,0.65,61
2026-01-01 04:15:00,Cell_01,-81.81,18.55,65.4,128.3,0.31,71
2026-01-01 04:20:00,Cell_01,-83.32,19.77,60.12,111.69,0.8,65
2026-01-01 04:25:00,Cell_01,-83.63,19.66,65.19,112.46,0.74,61
2026-01-01 04:30:00,Cell_01,-78.67,17.94,72.07,107.98,0.53,71
2026-01-01 04:35:00,Cell_01,-88.67,16.35,62.83,113.21,0.59,76
2026-01-01 04:40:00,Cell_01,-87.95,15.04,60.59,109.84,0.56,69
2026-01-01 04:45:00,Cell_01,-82.51,18.6,59.43,127.27,0.37,69
2026-01-01 04:50:00,Cell_01,-85.57,18.88,65.11,130.99,0.73,74
2026-01-01 04:55:00,Cell_01,-87.81,15.23,61.75,90.35,0.39,60
2026-01-01 05:00:00,Cell_01,-81.38,17.98,67.81,145.49,0.36,77
2026-01-01 05:05:00,Cell_01,-86.32,18.0,66.6,111.42,0.2,60
2026-01-01 05:10:00,Cell_01,-83.02,18.24,64.29,96.45,0.36,63
2026-01-01 05:15:00,Cell_01,-85.88,19.0,61.84,114.04,0.55,64
2026-01-01 05:20:00,Cell_01,-88.14,19.74,69.07,126.63,0.69,70
2026-01-01 05:25:00,Cell_01,-79.75,21.03,67.05,144.44,0.83,75
2026-01-01 05:30:00,Cell_01,-84.72,18.54,58.85,128.61,0.0,76
2026-01-01 05:35:00,Cell_01,-85.22,20.94,59.24,144.68,0.5,71
2026-01-01 05:40:00,Cell_01,-84.09,19.04,70.47,129.26,0.33,73
2026-01-01 05:45:00,Cell_01,-84.77,19.63,80.15,175.59,0.78,95
2026-01-01 05:50:00,Cell_01,-83.44,17.01,70.03,127.36,0.7,72
2026-01-01 05:55:00,Cell_01,-85.64,19.26,68.42,134.59,0.08,82
2026-01-01 06:00:00,Cell_01,-82.88,16.77,59.13,137.64,0.28,89
2026-01-01 06:05:00,Cell_01,-96.43,12.93,107.9,96.08,3.46,84
2026-01-01 06:10:00,Cell_01,-87.68,16.43,75.19,165.34,1.05,93
2026-01-01 06:15:00,Cell_01,-84.93,18.04,74.34,175.46,0.45,93
2026-01-01 06:20:00,Cell_01,-88.96,18.72,78.59,151.41,0.17,87
2026-01-01 06:25:00,Cell_01,-86.66,18.5,64.43,130.11,0.47,74
2026-01-01 06:30:00,Cell_01,-83.03,18.93,71.78,147.2,0.72,80
2026-01-01 06:35:00,Cell_01,-85.85,16.75,67.18,139.61,0.34,88
2026-01-01 06:40:00,Cell_01,-85.09,16.63,79.3,161.19,0.74,92
2026-01-01 06:45:00,Cell_01,-84.86,15.6,78.56,153.03,0.54,95
2026-01-01 06:50:00,Cell_01,-81.56,19.67,72.47,150.94,0.05,83
2026-01-01 06:55:00,Cell_01,-87.9,18.7,69.72,180.56,0.4,92
2026-01-01 07:00:00,Cell_01,-88.8,17.67,75.59,199.88,0.39,107
2026-01-01 07:05:00,Cell_01,-83.26,17.99,79.28,150.24,0.63,94
2026-01-01 07:10:00,Cell_01,-86.92,18.38,79.49,174.37,0.36,95
2026-01-01 07:15:00,Cell_01,-84.7,15.66,72.67,155.83,0.34,94
2026-01-01 07:20:00,Cell_01,-87.21,19.41,82.91,188.43,0.91,105
2026-01-01 07:25:00,Cell_01,-87.11,16.72,79.2,192.24,0.17,108
2026-01-01 07:30:00,Cell_01,-87.35,14.19,91.77,188.26,0.95,124
2026-01-01 07:35:00,Cell_01,-84.61,15.11,96.86,183.6,1.14,112
2026-01-01 07:40:00,Cell_01,-84.28,14.85,83.0,173.0,1.31,109
2026-01-01 07:45:00,Cell_01,-89.1,17.72,88.85,217.64,0.99,124
2026-01-01 07:50:00,Cell_01,-90.11,17.2,84.34,182.1,0.85,111
2026-01-01 07:55:00,Cell_01,-84.43,16.67,86.12,153.79,0.97,104
2026-01-01 08:00:00,Cell_01,-83.69,17.79,86.5,206.8,1.0,108
2026-01-01 08:05:00,Cell_01,-84.81,18.63,91.57,218.94,0.88,125
2026-01-01 08:10:00,Cell_01,-87.73,16.13,95.82,218.16,1.31,131
2026-01-01 08:15:00,Cell_01,-88.05,13.83,84.77,169.91,0.83,117
2026-01-01 08:20:00,Cell_01,-88.88,16.85,87.77,215.75,0.7,123
2026-01-01 08:25:00,Cell_01,-84.72,16.88,88.02,214.9,0.93,124
2026-01-01 08:30:00,Cell_01,-90.07,17.99,85.34,205.34,0.86,119
2026-01-01 08:35:00,Cell_01,-89.7,15.88,88.56,196.15,1.14,113
2026-01-01 08:40:00,Cell_01,-95.07,13.85,127.24,111.21,6.17,123
2026-01-01 08:45:00,Cell_01,-89.45,13.9,106.65,213.87,1.72,140
2026-01-01 08:50:00,Cell_01,-88.82,16.74,91.97,217.69,1.52,131
2026-01-01 08:55:00,Cell_01,-89.31,17.62,105.86,252.36,1.57,143
2026-01-01 09:00:00,Cell_01,-85.34,16.95,102.97,224.27,1.06,141
2026-01-01 09:05:00,Cell_01,-82.89,18.18,113.7,264.26,1.4,149
2026-01-01 09:10:00,Cell_01,-85.59,16.81,96.79,210.16,1.07,131
2026-01-01 09:15:00,Cell_01,-87.05,16.72,103.74,243.82,0.95,145
2026-01-01 09:20:00,Cell_01,-89.85,17.34,90.32,234.44,0.95,135
2026-01-01 09:25:00,Cell_01,-84.62,16.35,100.98,238.71,1.25,148
2026-01-01 09:30:00,Cell_01,-84.54,16.04,106.45,237.85,1.32,151
2026-01-01 09:35:00,Cell_01,-86.2,15.84,102.46,219.95,1.09,138
2026-01-01 09:40:00,Cell_01,-89.92,15.7,98.94,246.73,0.6,145
2026-01-01 09:45:00,Cell_01,-86.93,16.26,90.29,246.14,1.07,143
2026-01-01 09:50:00,Cell_01,-87.71,15.55,98.17,212.3,1.47,136
2026-01-01 09:55:00,Cell_01,-82.17,16.52,102.08,249.22,1.22,141
2026-01-01 10:00:00,Cell_01,-85.68,14.86,114.49,269.29,1.29,166
2026-01-01 10:05:00,Cell_01,-86.34,16.42,106.32,242.05,0.78,144
2026-01-01 10:10:00,Cell_01,-90.4,16.49,96.88,228.95,1.3,137
2026-01-01 10:15:00,Cell_01,-88.36,16.43,96.96,235.06,1.28,140
2026-01-01 10:20:00,Cell_01,-91.45,16.73,95.98,216.58,1.07,130
2026-01-01 10:25:00,Cell_01,-89.99,14.63,108.39,224.14,1.61,149
2026-01-01 10:30:00,Cell_01,-90.6,15.73,91.16,196.93,1.0,124
2026-01-01 10:35:00,Cell_01,-88.91,15.07,99.27,240.31,1.23,149
2026-01-01 10:40:00,Cell_01,-82.89,15.65,100.32,241.62,0.84,139
2026-01-01 10:45:00,Cell_01,-88.5,17.26,94.49,229.99,1.3,132
2026-01-01 10:50:00,Cell_01,-85.89,18.18,105.36,247.23,1.03,149
2026-01-01 10:55:00,Cell_01,-87.11,19.29,100.77,242.71,1.11,134
2026-01-01 11:00:00,Cell_01,-85.67,18.21,101.9,254.5,1.33,137
2026-01-01 11:05:00,Cell_01,-84.37,17.84,103.68,236.72,1.34,135
2026-01-01 11:10:00,Cell_01,-87.65,17.07,101.71,207.53,0.27,136
2026-01-01 11:15:00,Cell_01,-85.57,14.97,106.65,209.43,1.15,136
2026-01-01 11:20:00,Cell_01,-103.53,14.56,125.69,116.86,5.28,132
2026-01-01 11:25:00,Cell_01,-86.75,17.11,90.4,222.62,0.72,128
2026-01-01 11:30:00,Cell_01,-89.95,17.47,86.65,220.51,0.97,126
2026-01-01 11:35:00,Cell_01,-84.97,14.78,94.99,206.92,0.94,130
2026-01-01 11:40:00,Cell_01,-82.27,18.44,101.56,240.45,1.37,136
2026-01-01 11:45:00,Cell_01,-84.32,16.79,91.68,204.53,1.16,125
2026-01-01 11:50:00,Cell_01,-84.7,16.35,95.64,213.34,0.76,125
2026-01-01 11:55:00,Cell_01,-90.27,15.59,90.16,182.51,0.9,118
2026-01-01 12:00:00,Cell_01,-85.49,17.34,96.28,215.75,0.56,124
2026-01-01 12:05:00,Cell_01,-85.51,17.42,87.59,185.29,0.98,103
2026-01-01 12:10:00,Cell_01,-87.52,17.0,88.21,211.21,1.14,120
2026-01-01 12:15:00,Cell_01,-83.35,18.28,80.59,191.48,0.59,108
2026-01-01 12:20:00,Cell_01,-88.48,17.69,88.33,192.78,0.97,117
2026-01-01 12:25:00,Cell_01,-81.89,17.66,81.69,179.86,0.93,102
2026-01-01 12:30:00,Cell_01,-87.34,18.59,90.7,208.75,0.71,120
2026-01-01 12:35:00,Cell_01,-86.36,16.75,89.3,191.06,0.56,119
2026-01-01 12:40:00,Cell_01,-82.52,21.21,92.13,205.48,1.07,109
2026-01-01 12:45:00,Cell_01,-85.66,17.43,77.96,184.03,0.37,109
2026-01-01 12:50:00,Cell_01,-87.1,17.44,82.55,183.39,0.67,103
2026-01-01 12:55:00,Cell_01,-81.66,18.12,87.86,188.71,1.21,103
2026-01-01 13:00:00,Cell_01,-84.45,15.79,77.07,179.71,0.54,107
2026-01-01 13:05:00,Cell_01,-82.03,16.94,82.65,171.76,0.86,107
2026-01-01 13:10:00,Cell_01,-86.68,17.79,86.65,179.85,0.91,108
2026-01-01 13:15:00,Cell_01,-85.89,17.17,78.41,181.16,0.7,98
2026-01-01 13:20:00,Cell_01,-85.88,16.74,74.78,165.61,1.02,92
2026-01-01 13:25:00,Cell_01,-85.65,17.56,67.3,182.83,0.06,98
2026-01-01 13:30:00,Cell_01,-83.67,18.24,83.45,167.95,1.11,97
2026-01-01 13:35:00,Cell_01,-84.92,16.64,82.2,178.04,0.83,103
2026-01-01 13:40:00,Cell_01,-88.31,16.36,67.18,128.16,0.18,79
2026-01-01 13:45:00,Cell_01,-78.97,20.3,72.13,163.82,0.36,89
2026-01-01 13:50:00,Cell_01,-87.78,17.53,72.89,149.25,0.7,94
2026-01-01 13:55:00,Cell_01,-88.73,18.75,82.06,169.16,0.82,98
2026-01-01 14:00:00,Cell_01,-84.31,18.56,83.26,162.72,1.1,92
2026-01-01 14:05:00,Cell_01,-80.67,20.24,75.37,177.65,1.08,100
2026-01-01 14:10:00,Cell_01,-86.19,18.46,68.5,150.12,0.41,85
2026-01-01 14:15:00,Cell_01,-79.41,18.19,71.5,163.79,0.59,89
2026-01-01 14:20:00,Cell_01,-88.14,15.54,61.37,106.23,0.79,77
2026-01-01 14:25:00,Cell_01,-84.65,18.47,85.37,179.29,1.07,105
2026-01-01 14:30:00,Cell_01,-84.08,16.73,74.08,158.97,0.71,100
2026-01-01 14:35:00,Cell_01,-85.12,18.52,82.81,166.84,1.16,91
2026-01-01 14:40:00,Cell_01,-87.14,18.74,82.89,195.76,0.39,109
2026-01-01 14:45:00,Cell_01,-82.63,19.95,74.36,155.29,0.51,87
2026-01-01 14:50:00,Cell_01,-85.77,19.81,87.75,190.45,0.95,105
2026-01-01 14:55:00,Cell_01,-85.52,17.41,81.66,159.9,0.98,97
2026-01-01 15:00:00,Cell_01,-82.3,16.68,83.48,190.74,0.86,112
2026-01-01 15:05:00,Cell_01,-85.08,16.84,76.85,201.73,0.23,114
2026-01-01 15:10:00,Cell_01,-85.01,15.54,92.22,167.62,1.22,104
2026-01-01 15:15:00,Cell_01,-86.56,14.47,85.33,160.55,0.49,102
2026-01-01 15:20:00,Cell_01,-87.84,17.62,81.97,152.78,1.01,98
2026-01-01 15:25:00,Cell_01,-87.68,19.45,73.31,144.36,0.37,91
2026-01-01 15:30:00,Cell_01,-84.67,18.17,81.74,199.41,0.92,105
2026-01-01 15:35:00,Cell_01,-88.1,16.21,83.19,197.92,0.9,120
2026-01-01 15:40:00,Cell_01,-90.0,16.95,78.86,200.49,0.5,115
2026-01-01 15:45:00,Cell_01,-85.07,19.68,92.64,219.41,1.7,117
2026-01-01 15:50:00,Cell_01,-84.82,17.84,80.89,189.05,1.38,111
2026-01-01 15:55:00,Cell_01,-83.7,17.0,90.51,191.13,0.66,114
2026-01-01 16:00:00,Cell_01,-81.63,17.5,91.76,214.01,0.9,126
2026-01-01 16:05:00,Cell_01,-83.91,14.57,89.1,194.05,1.05,120
2026-01-01 16:10:00,Cell_01,-83.61,17.97,103.4,223.9,1.31,135
2026-01-01 16:15:00,Cell_01,-85.53,17.6,96.31,220.87,1.45,127
2026-01-01 16:20:00,Cell_01,-86.64,17.02,85.97,172.49,1.21,110
2026-01-01 16:25:00,Cell_01,-88.98,15.71,95.99,229.27,1.19,134
2026-01-01 16:30:00,Cell_01,-85.64,16.07,98.8,246.09,1.42,147
2026-01-01 16:35:00,Cell_01,-87.95,15.81,100.53,225.4,1.32,135
2026-01-01 16:40:00,Cell_01,-88.02,19.57,109.4,248.35,1.66,142
2026-01-01 16:45:00,Cell_01,-84.97,17.46,109.71,268.54,1.27,156
2026-01-01 16:50:00,Cell_01,-86.9,14.9,113.76,247.99,1.56,153
2026-01-01 16:55:00,Cell_01,-89.33,15.21,104.83,215.0,1.22,143
2026-01-01 17:00:00,Cell_01,-89.56,18.39,96.65,219.71,0.74,127
2026-01-01 17:05:00,Cell_01,-86.49,19.53,105.42,285.56,1.1,149
2026-01-01 17:10:00,Cell_01,-87.72,15.55,110.23,263.48,1.91,156
2026-01-01 17:15:00,Cell_01,-86.95,17.17,112.58,278.78,1.49,167
2026-01-01 17:20:00,Cell_01,-90.68,14.2,101.96,228.61,1.21,156
2026-01-01 17:25:00,Cell_01,-93.18,15.78,122.38,255.74,1.19,158
2026-01-01 17:30:00,Cell_01,-86.9,16.49,121.25,287.47,1.73,172
2026-01-01 17:35:00,Cell_01,-91.31,16.26,114.32,279.19,1.4,168
2026-01-01 17:40:00,Cell_01,-88.34,14.55,105.05,245.72,1.42,156
2026-01-01 17:45:00,Cell_01,-89.23,17.81,113.04,284.39,1.51,162
2026-01-01 17:50:00,Cell_01,-82.85,16.01,119.59,274.33,1.73,167
2026-01-01 17:55:00,Cell_01,-86.97,15.07,109.77,259.73,0.84,157
2026-01-01 18:00:00,Cell_01,-87.87,15.96,113.44,243.75,1.69,151
2026-01-01 18:05:00,Cell_01,-85.95,16.85,116.26,267.22,1.15,157
2026-01-01 18:10:00,Cell_01,-85.94,13.49,123.88,241.44,1.51,166
2026-01-01 18:15:00,Cell_01,-88.42,17.51,112.9,301.31,1.18,176
2026-01-01 18:20:00,Cell_01,-92.15,14.54,121.07,272.59,1.19,178
2026-01-01 18:25:00,Cell_01,-86.06,16.86,117.09,287.23,1.49,171
2026-01-01 18:30:00,Cell_01,-90.27,14.89,118.76,257.21,1.67,169
2026-01-01 18:35:00,Cell_01,-102.49,8.06,147.56,176.79,4.16,178
2026-01-01 18:40:00,Cell_01,-90.13,15.28,113.38,278.06,1.63,182
2026-01-01 18:45:00,Cell_01,-91.63,13.63,118.15,263.84,1.57,176
2026-01-01 18:50:00,Cell_01,-87.77,17.66,124.83,306.51,1.88,182
2026-01-01 18:55:00,Cell_01,-88.73,17.65,119.48,298.27,1.45,170
2026-01-01 19:00:00,Cell_01,-89.0,15.39,121.71,292.74,1.67,182
2026-01-01 19:05:00,Cell_01,-87.03,14.76,117.08,266.82,1.65,167
2026-01-01 19:10:00,Cell_01,-85.5,12.19,126.43,271.08,1.9,181
2026-01-01 19:15:00,Cell_01,-87.69,15.65,125.57,282.44,1.17,173
2026-01-01 19:20:00,Cell_01,-88.77,13.47,111.38,272.18,1.52,179
2026-01-01 19:25:00,Cell_01,-88.53,17.19,119.43,302.03,1.37,178
2026-01-01 19:30:00,Cell_01,-89.3,15.14,126.49,275.49,1.19,181
2026-01-01 19:35:00,Cell_01,-82.23,14.03,131.34,269.94,2.01,177
2026-01-01 19:40:00,Cell_01,-88.19,15.97,121.9,284.2,1.14,177
2026-01-01 19:45:00,Cell_01,-88.76,13.31,124.17,271.58,1.4,177
2026-01-01 19:50:00,Cell_01,-90.27,15.17,111.45,269.47,1.52,163
2026-01-01 19:55:00,Cell_01,-88.41,16.9,112.29,287.87,1.03,173
2026-01-01 20:00:00,Cell_01,-91.14,16.27,131.47,280.78,1.28,172
2026-01-01 20:05:00,Cell_01,-88.87,16.17,114.73,246.81,1.89,161
2026-01-01 20:10:00,Cell_01,-85.35,15.55,106.57,268.06,1.43,169
2026-01-01 20:15:00,Cell_01,-87.21,15.23,114.93,247.98,1.08,158
2026-01-01 20:20:00,Cell_01,-89.05,18.84,110.19,285.72,1.1,154
2026-01-01 20:25:00,Cell_01,-87.58,15.82,113.03,263.66,1.02,162
2026-01-01 20:30:00,Cell_01,-91.23,15.58,116.86,261.67,1.36,166
2026-01-01 20:35:00,Cell_01,-90.91,16.91,110.67,265.85,1.42,161
2026-01-01 20:40:00,Cell_01,-89.61,15.08,111.27,252.0,1.63,162
2026-01-01 20:45:00,Cell_01,-82.14,14.41,110.42,257.93,1.14,166
2026-01-01 20:50:00,Cell_01,-89.67,16.2,108.41,227.85,1.07,144
2026-01-01 20:55:00,Cell_01,-86.93,14.54,110.9,241.06,1.42,146
2026-01-01 21:00:00,Cell_01,-89.98,18.35,106.88,268.33,0.66,148
2026-01-01 21:05:00,Cell_01,-84.18,17.83,108.46,246.59,1.56,149
2026-01-01 21:10:00,Cell_01,-86.29,16.03,101.47,218.13,1.09,142
2026-01-01 21:15:00,Cell_01,-87.87,16.54,98.28,230.54,1.02,136
2026-01-01 21:20:00,Cell_01,-85.15,16.9,98.0,209.73,0.63,124
2026-01-01 21:25:00,Cell_01,-86.81,16.81,103.67,227.02,1.45,137
2026-01-01 21:30:00,Cell_01,-91.85,17.8,100.27,237.58,0.93,131
2026-01-01 21:35:00,Cell_01,-82.86,15.37,103.54,216.34,1.23,136
2026-01-01 21:40:00,Cell_01,-85.14,16.85,95.76,222.62,1.44,131
2026-01-01 21:45:00,Cell_01,-86.21,18.21,85.0,201.15,0.37,121
2026-01-01 21:50:00,Cell_01,-86.99,18.05,89.41,196.44,0.88,115
2026-01-01 21:55:00,Cell_01,-88.07,16.66,95.17,216.15,0.71,124
2026-01-01 22:00:00,Cell_01,-82.35,18.66,86.84,200.63,0.86,111
2026-01-01 22:05:00,Cell_01,-85.4,18.37,84.62,197.35,0.57,114
2026-01-01 22:10:00,Cell_01,-83.71,20.01,72.42,199.42,0.83,101
2026-01-01 22:15:00,Cell_01,-85.56,14.46,79.63,171.47,0.83,109
2026-01-01 22:20:00,Cell_01,-83.43,16.05,76.92,178.08,0.67,114
2026-01-01 22:25:00,Cell_01,-84.26,16.95,75.58,155.46,0.98,97
2026-01-01 22:30:00,Cell_01,-84.13,15.75,83.49,170.88,0.74,105
2026-01-01 22:35:00,Cell_01,-84.16,18.32,84.85,149.92,0.12,98
2026-01-01 22:40:00,Cell_01,-86.61,15.22,90.08,165.18,0.49,109
2026-01-01 22:45:00,Cell_01,-88.45,16.71,83.78,158.01,1.04,99
2026-01-01 22:50:00,Cell_01,-87.48,19.44,85.27,163.03,0.88,95
2026-01-01 22:55:00,Cell_01,-87.19,15.94,68.91,149.6,0.05,91
2026-01-01 23:00:00,Cell_01,-86.75,16.68,80.1,130.5,0.81,82
2026-01-01 23:05:00,Cell_01,-86.43,18.3,73.54,133.14,0.37,80
2026-01-01 23:10:00,Cell_01,-84.63,16.93,71.67,144.9,0.46,87
2026-01-01 23:15:00,Cell_01,-85.41,17.12,73.87,161.19,0.6,91
2026-01-01 23:20:00,Cell_01,-88.85,18.58,81.09,163.06,1.2,100
2026-01-01 23:25:00,Cell_01,-86.45,17.87,68.92,149.6,0.52,87
2026-01-01 23:30:00,Cell_01,-86.82,16.1,71.73,134.66,0.7,80
2026-01-01 23:35:00,Cell_01,-83.96,18.33,68.55,147.79,1.14,84
2026-01-01 23:40:00,Cell_01,-83.64,18.4,73.51,127.01,0.65,78
2026-01-01 23:45:00,Cell_01,-83.55,16.0,77.24,160.1,0.74,89
2026-01-01 23:50:00,Cell_01,-84.91,17.05,71.93,142.13,0.65,81
2026-01-01 23:55:00,Cell_01,-84.97,16.13,71.83,119.93,0.0,80
2026-01-02 00:00:00,Cell_01,-80.79,17.83,55.47,107.98,0.38,59
2026-01-02 00:05:00,Cell_01,-81.57,17.13,62.06,102.77,0.63,59
2026-01-02 00:10:00,Cell_01,-87.44,17.18,58.84,102.45,0.43,57
2026-01-02 00:15:00,Cell_01,-87.44,19.92,64.23,149.12,0.65,68
2026-01-02 00:20:00,Cell_01,-85.26,17.22,61.11,73.76,0.52,50
2026-01-02 00:25:00,Cell_01,-84.53,19.85,60.65,110.91,0.39,60
2026-01-02 00:30:00,Cell_01,-88.8,18.31,47.72,94.11,0.24,53
2026-01-02 00:35:00,Cell_01,-85.93,19.4,45.08,88.99,0.29,47
2026-01-02 00:40:00,Cell_01,-84.62,17.64,64.74,112.62,0.56,68
2026-01-02 00:45:00,Cell_01,-82.16,18.56,64.0,118.48,0.3,63
2026-01-02 00:50:00,Cell_01,-83.91,15.77,69.01,113.01,0.52,73
2026-01-02 00:55:00,Cell_01,-87.14,17.08,66.55,124.02,0.67,72
2026-01-02 01:00:00,Cell_01,-83.02,18.04,60.74,112.63,0.5,64
2026-01-02 01:05:00,Cell_01,-84.2,17.22,61.16,113.17,0.5,66
2026-01-02 01:10:00,Cell_01,-83.01,20.02,69.14,110.66,0.5,59
2026-01-02 01:15:00,Cell_01,-84.87,18.92,57.95,109.44,0.71,57
2026-01-02 01:20:00,Cell_01,-77.34,19.05,54.53,102.75,0.1,60
2026-01-02 01:25:00,Cell_01,-83.78,18.41,53.77,112.22,0.05,60
2026-01-02 01:30:00,Cell_01,-83.51,17.19,58.13,119.66,0.27,67
2026-01-02 01:35:00,Cell_01,-82.94,19.05,78.66,140.17,0.34,72
2026-01-02 01:40:00,Cell_01,-86.16,17.04,50.82,96.01,0.35,58
2026-01-02 01:45:00,Cell_01,-83.04,19.19,71.91,116.89,0.7,66
2026-01-02 01:50:00,Cell_01,-88.31,18.62,53.46,98.97,0.81,56
2026-01-02 01:55:00,Cell_01,-86.71,16.9,63.27,115.14,0.02,68
2026-01-02 02:00:00,Cell_01,-84.74,17.29,58.77,103.44,0.43,63
2026-01-02 02:05:00,Cell_01,-85.19,17.61,66.55,124.49,0.44,70
2026-01-02 02:10:00,Cell_01,-81.22,20.74,63.57,126.22,0.5,70
2026-01-02 02:15:00,Cell_01,-87.74,18.68,57.33,97.54,0.18,58
2026-01-02 02:20:00,Cell_01,-83.86,19.21,61.59,133.79,0.58,64
2026-01-02 02:25:00,Cell_01,-79.93,17.36,54.5,84.22,0.31,54
2026-01-02 02:30:00,Cell_01,-81.06,17.35,63.26,93.39,0.61,61
2026-01-02 02:35:00,Cell_01,-85.68,18.62,48.42,102.13,0.23,52
2026-01-02 02:40:00,Cell_01,-81.03,17.19,51.53,81.1,0.55,46
2026-01-02 02:45:00,Cell_01,-85.57,19.04,52.69,81.61,0.5,46
2026-01-02 02:50:00,Cell_01,-88.79,17.81,53.65,111.18,0.47,62
2026-01-02 02:55:00,Cell_01,-91.9,16.61,57.47,122.15,0.0,64
2026-01-02 03:00:00,Cell_01,-81.44,18.81,61.47,116.76,0.63,63
2026-01-02 03:05:00,Cell_01,-88.4,18.88,69.51,135.04,0.49,70
2026-01-02 03:10:00,Cell_01,-78.02,17.2,61.97,115.33,0.34,70
2026-01-02 03:15:00,Cell_01,-84.63,19.42,58.88,76.52,0.41,44
2026-01-02 03:20:00,Cell_01,-82.21,18.77,61.03,127.47,0.57,65
2026-01-02 03:25:00,Cell_01,-83.16,21.58,61.2,118.66,0.77,62
2026-01-02 03:30:00,Cell_01,-90.2,19.12,67.55,98.24,0.61,64
