Timestamp,Prediction_Error,LSTM_Anomaly
2026-01-01 12:55:00,0.09221322,False
2026-01-01 13:00:00,0.10511404,False
2026-01-01 13:05:00,0.24962713,False
2026-01-01 13:10:00,0.1557271,False
2026-01-01 13:15:00,0.33172512,True
2026-01-01 13:20:00,0.107872516,False
2026-01-01 13:25:00,0.19757736,False
2026-01-01 13:30:00,0.11893362,False
2026-01-01 13:35:00,0.03075773,False
2026-01-01 13:40:00,0.03431197,False
2026-01-01 13:45:00,0.23498249,False
2026-01-01 13:50:00,0.074979894,False
2026-01-01 13:55:00,0.086269885,False
2026-01-01 14:00:00,0.20937712,False
2026-01-01 14:05:00,0.05280146,False
2026-01-01 14:10:00,0.041617285,False
2026-01-01 14:15:00,0.37296715,True
2026-01-01 14:20:00,0.115810424,False
2026-01-01 14:25:00,0.11022335,False
2026-01-01 14:30:00,0.17940986,False
2026-01-01 14:35:00,0.27375937,False
2026-01-01 14:40:00,0.14222439,False
2026-01-01 14:45:00,0.050169673,False
2026-01-01 14:50:00,0.024798183,False
2026-01-01 14:55:00,0.27000323,False
2026-01-01 15:00:00,0.15178318,False
2026-01-01 15:05:00,0.118393004,False
2026-01-01 15:10:00,0.03157967,False
2026-01-01 15:15:00,0.0608498,False
2026-01-01 15:20:00,0.15199898,False
2026-01-01 15:25:00,0.14626361,False
2026-01-01 15:30:00,0.16018817,False
2026-01-01 15:35:00,0.09470404,False
2026-01-01 15:40:00,0.043034524,False
2026-01-01 15:45:00,0.07335245,False
2026-01-01 15:50:00,0.21879286,False
2026-01-01 15:55:00,0.12507188,False
2026-01-01 16:00:00,0.22795898,False
2026-01-01 16:05:00,0.074792586,False
2026-01-01 16:10:00,0.07808349,False
2026-01-01 16:15:00,0.06450051,False
2026-01-01 16:20:00,0.26235065,False
2026-01-01 16:25:00,0.08649814,False
2026-01-01 16:30:00,0.08582041,False
2026-01-01 16:35:00,0.13145012,False
2026-01-01 16:40:00,0.14763579,False
2026-01-01 16:45:00,0.21507484,False
2026-01-01 16:50:00,0.10496062,False
2026-01-01 16:55:00,0.1906169,False
2026-01-01 17:00:00,0.08138833,False
2026-01-01 17:05:00,0.061692283,False
2026-01-01 17:10:00,0.46400464,True
2026-01-01 17:15:00,0.16672647,False
2026-01-01 17:20:00,0.13339733,False
2026-01-01 17:25:00,0.047940705,False
2026-01-01 17:30:00,0.14910781,False
2026-01-01 17:35:00,0.2546746,False
2026-01-01 17:40:00,0.027401691,False
2026-01-01 17:55:00,0.05279993,False
2026-01-01 18:05:00,0.24393302,False
2026-01-01 18:10:00,0.25966546,False
2026-01-01 18:15:00,0.08706782,False
2026-01-01 18:25:00,0.09277576,False
2026-01-01 18:35:00,0.09257102,False
2026-01-01 18:45:00,0.23466451,False
2026-01-01 18:50:00,0.1451984,False
2026-01-01 18:55:00,0.07779035,False
2026-01-01 19:05:00,0.10954348,False
2026-01-01 19:10:00,0.16707088,False
2026-01-01 19:15:00,0.041835357,False
2026-01-01 19:20:00,0.19003473,False
2026-01-01 19:30:00,0.15377961,False
2026-01-01 19:45:00,0.15247819,False
2026-01-01 19:55:00,0.18347271,False
2026-01-01 20:00:00,0.08467386,False
2026-01-01 20:05:00,0.24873681,False
2026-01-01 20:10:00,0.24721175,False
2026-01-01 20:15:00,0.12830502,False
2026-01-01 20:20:00,0.19611947,False
2026-01-01 20:25:00,0.0592335,False
2026-01-01 20:30:00,0.35451427,True
2026-01-01 20:35:00,0.15490218,False
2026-01-01 20:40:00,0.39053646,True
2026-01-01 20:45:00,0.09837553,False
2026-01-01 20:50:00,0.11671525,False
2026-01-01 20:55:00,0.03009344,False
2026-01-01 21:00:00,0.08753949,False
2026-01-01 21:05:00,0.070409186,False
2026-01-01 21:10:00,0.15278317,False
2026-01-01 21:15:00,0.171965,False
2026-01-01 21:20:00,0.067333445,False
2026-01-01 21:25:00,0.16204573,False
2026-01-01 21:30:00,0.10227859,False
2026-01-01 21:35:00,0.08474473,False
2026-01-01 21:40:00,0.12791896,False
2026-01-01 21:45:00,0.08473157,False
2026-01-01 21:50:00,0.087502934,False
2026-01-01 21:55:00,0.0531676,False
2026-01-01 22:00:00,0.213434,False
2026-01-01 22:05:00,0.08787347,False
2026-01-01 22:10:00,0.21000473,False
2026-01-01 22:15:00,0.07622386,False
2026-01-01 22:20:00,0.15286236,False
2026-01-01 22:25:00,0.23883514,False
2026-01-01 22:30:00,0.24686952,False
2026-01-01 22:35:00,0.15960746,False
2026-01-01 22:40:00,0.20864917,False
2026-01-01 22:45:00,0.20962125,False
2026-01-01 22:50:00,0.052676126,False
2026-01-01 22:55:00,0.16760086,False
2026-01-01 23:00:00,0.21034127,False
2026-01-01 23:05:00,0.3104708,False
2026-01-01 23:10:00,0.22798122,False
2026-01-01 23:15:00,0.099139966,False
2026-01-01 23:20:00,0.06373326,False
2026-01-01 23:25:00,0.14637624,False
2026-01-01 23:30:00,0.33973417,True
2026-01-01 23:35:00,0.10442086,False
2026-01-01 23:40:00,0.12551285,False
2026-01-01 23:45:00,0.28293768,False
2026-01-01 23:50:00,0.21675968,False
2026-01-01 23:55:00,0.15497424,False
2026-01-02 00:00:00,0.12950036,False
2026-01-02 00:05:00,0.1363341,False
2026-01-02 00:10:00,0.2311577,False
2026-01-02 00:15:00,0.13759084,False
2026-01-02 00:20:00,0.043144275,False
2026-01-02 00:25:00,0.22055425,False
2026-01-02 00:30:00,0.2935407,False
2026-01-02 00:35:00,0.11404372,False
2026-01-02 00:40:00,0.119010754,False
2026-01-02 00:45:00,0.14628728,False
2026-01-02 00:50:00,0.24162655,False
2026-01-02 00:55:00,0.074220985,False
2026-01-02 01:00:00,0.09014232,False
2026-01-02 01:05:00,0.0737199,False
2026-01-02 01:10:00,0.021007875,False
2026-01-02 01:15:00,0.13514318,False
2026-01-02 01:20:00,0.16272306,False
2026-01-02 01:25:00,0.03494434,False
2026-01-02 01:30:00,0.08897079,False
2026-01-02 01:35:00,0.24103718,False
2026-01-02 01:40:00,0.3512673,True
2026-01-02 01:45:00,0.022331016,False
2026-01-02 01:50:00,0.10711206,False
2026-01-02 01:55:00,0.28889918,False
2026-01-02 02:00:00,0.036456972,False
2026-01-02 02:05:00,0.10682613,False
2026-01-02 02:10:00,0.036296144,False
2026-01-02 02:15:00,0.10943941,False
2026-01-02 02:20:00,0.16352257,False
2026-01-02 02:25:00,0.21496111,False
2026-01-02 02:30:00,0.05612093,False
2026-01-02 02:35:00,0.054599613,False
2026-01-02 02:40:00,0.057469804,False
2026-01-02 02:45:00,0.12118903,False
2026-01-02 02:50:00,0.2654392,False
2026-01-02 02:55:00,0.086119294,False
2026-01-02 03:00:00,0.04448467,False
2026-01-02 03:05:00,0.13281505,False
2026-01-02 03:10:00,0.105927974,False
2026-01-02 03:15:00,0.08370028,False
2026-01-02 03:20:00,0.10021087,False
2026-01-02 03:25:00,0.073629476,False
2026-01-02 03:30:00,0.15681629,False
2026-01-02 03:35:00,0.27531803,False
2026-01-02 03:40:00,0.15037186,False
2026-01-02 03:45:00,0.05821425,False
2026-01-02 03:50:00,0.053084534,False
2026-01-02 03:55:00,0.18508554,False
2026-01-02 04:00:00,0.17135201,False
2026-01-02 04:05:00,0.13529047,False
2026-01-02 04:10:00,0.02598629,False
2026-01-02 04:15:00,0.21010853,False
2026-01-02 04:20:00,0.026240848,False
2026-01-02 04:25:00,0.23526876,False
2026-01-02 04:30:00,0.32819656,False
2026-01-02 04:35:00,0.21026254,False
2026-01-02 04:40:00,0.39977714,True
2026-01-02 04:45:00,0.18284415,False
2026-01-02 04:50:00,0.17586035,False
2026-01-02 04:55:00,0.094792195,False
2026-01-02 05:00:00,0.7166875,True
2026-01-02 05:05:00,0.39840344,True
2026-01-02 05:10:00,0.08463494,False
2026-01-02 05:15:00,0.08982864,False
2026-01-02 05:20:00,0.04873514,False
2026-01-02 05:25:00,0.20066422,False
2026-01-02 05:30:00,0.17799914,False
2026-01-02 05:35:00,0.09706136,False
2026-01-02 05:40:00,0.16591737,False
2026-01-02 05:45:00,0.07396137,False
2026-01-02 05:50:00,0.17890781,False
2026-01-02 05:55:00,0.12240029,False
2026-01-02 06:00:00,0.3771443,True
2026-01-02 06:05:00,0.12437588,False
2026-01-02 06:10:00,0.5286841,True
2026-01-02 06:15:00,0.09607793,False
2026-01-02 06:20:00,0.13011855,False
2026-01-02 06:25:00,0.07574683,False
2026-01-02 06:30:00,0.086492874,False
2026-01-02 06:35:00,0.2028451,False
2026-01-02 06:40:00,0.13721079,False
2026-01-02 06:45:00,0.101836674,False
2026-01-02 06:50:00,0.19476874,False
2026-01-02 06:55:00,0.09060111,False
2026-01-02 07:00:00,0.115406275,False
2026-01-02 07:05:00,0.20745511,False
2026-01-02 07:10:00,0.02160725,False
2026-01-02 07:15:00,0.021330392,False
2026-01-02 07:20:00,0.14946726,False
2026-01-02 07:25:00,0.19044983,False
2026-01-02 07:30:00,0.12837015,False
2026-01-02 07:35:00,0.14769556,False
2026-01-02 07:40:00,0.027957136,False
2026-01-02 07:45:00,0.086801715,False
2026-01-02 07:50:00,0.08856168,False
2026-01-02 07:55:00,0.112900704,False
2026-01-02 08:00:00,0.04038543,False
2026-01-02 08:05:00,0.06392937,False
2026-01-02 08:10:00,0.1722968,False
2026-01-02 08:15:00,0.05122895,False
2026-01-02 08:20:00,0.09845514,False
2026-01-02 08:25:00,0.0399625,False
2026-01-02 08:30:00,0.12865214,False
2026-01-02 08:35:00,0.06341671,False
2026-01-02 08:40:00,0.23471606,False
2026-01-02 08:45:00,0.16401674,False
2026-01-02 08:50:00,0.16641214,False
2026-01-02 08:55:00,0.19110996,False
2026-01-02 09:00:00,0.23161374,False
2026-01-02 09:05:00,0.17156918,False
2026-01-02 09:10:00,0.122012734,False
2026-01-02 09:15:00,0.31775546,False
2026-01-02 09:20:00,0.059059504,False
2026-01-02 09:25:00,0.34531212,True
2026-01-02 09:30:00,0.34577465,True
2026-01-02 09:35:00,0.20640875,False
2026-01-02 09:40:00,0.042031933,False
2026-01-02 09:45:00,0.22773308,False
2026-01-02 09:50:00,0.12777472,False
2026-01-02 09:55:00,0.096975364,False
2026-01-02 10:00:00,0.06086171,False
2026-01-02 10:05:00,0.18859674,False
2026-01-02 10:10:00,0.08212817,False
2026-01-02 10:15:00,0.09242987,False
2026-01-02 10:20:00,0.3428006,True
2026-01-02 10:25:00,0.18878251,False
2026-01-02 10:30:00,0.18851595,False
2026-01-02 10:35:00,0.119336486,False
2026-01-02 10:40:00,0.35083857,True
2026-01-02 10:45:00,0.16605826,False
2026-01-02 10:55:00,0.04222771,False
2026-01-02 11:00:00,0.2625372,False
2026-01-02 11:05:00,0.14768367,False
2026-01-02 11:10:00,0.21997346,False
2026-01-02 11:15:00,0.09657234,False
2026-01-02 11:20:00,0.063948356,False
2026-01-02 11:25:00,0.40869486,True
2026-01-02 11:30:00,0.19558038,False
2026-01-02 11:35:00,0.015297863,False
2026-01-02 11:40:00,0.10584166,False
2026-01-02 11:45:00,0.023756364,False
2026-01-02 11:50:00,0.13133506,False
2026-01-02 11:55:00,0.2418886,False
2026-01-02 12:00:00,0.070857435,False
2026-01-02 12:05:00,0.049436014,False
2026-01-02 12:10:00,0.17834538,False
2026-01-02 12:15:00,0.27839363,False
2026-01-02 12:20:00,0.3842337,True
2026-01-02 12:25:00,0.009877842,False
2026-01-02 12:30:00,0.24618147,False
2026-01-02 12:35:00,0.2549997,False
2026-01-02 12:40:00,0.1349964,False
2026-01-02 12:45:00,0.055113375,False
2026-01-02 12:50:00,0.16596885,False
2026-01-02 12:55:00,0.16512258,False
2026-01-02 13:00:00,0.09861735,False
2026-01-02 13:05:00,0.04633453,False
2026-01-02 13:10:00,0.109585285,False
2026-01-02 13:15:00,0.2947134,False
2026-01-02 13:25:00,0.22260566,False
2026-01-02 13:30:00,0.08508667,False
2026-01-02 13:35:00,0.109117694,False
2026-01-02 13:40:00,0.21354418,False
2026-01-02 13:45:00,0.05334437,False
2026-01-02 13:50:00,0.092261605,False
2026-01-02 13:55:00,0.21221589,False
2026-01-02 14:00:00,0.057942975,False
2026-01-02 14:05:00,0.19097579,False
2026-01-02 14:10:00,0.0730848,False
2026-01-02 14:15:00,0.12744218,False
2026-01-02 14:20:00,0.23289563,False
2026-01-02 14:25:00,0.11721328,False
2026-01-02 14:30:00,0.18752633,False
2026-01-02 14:35:00,0.10441556,False
2026-01-02 14:40:00,0.1485051,False
2026-01-02 14:45:00,0.10673585,False
2026-01-02 14:50:00,0.14504133,False
2026-01-02 14:55:00,0.19751298,False
2026-01-02 15:00:00,0.21490036,False
2026-01-02 15:05:00,0.167705,False
2026-01-02 15:10:00,0.13127692,False
2026-01-02 15:15:00,0.1539844,False
2026-01-02 15:20:00,0.05069038,False
2026-01-02 15:25:00,0.4011118,True
2026-01-02 15:30:00,0.17374836,False
2026-01-02 15:35:00,0.39145815,True
2026-01-02 15:40:00,0.05121739,False
2026-01-02 15:45:00,0.37192538,True
2026-01-02 15:50:00,0.11673552,False
2026-01-02 15:55:00,0.26215586,False
2026-01-02 16:00:00,0.12205303,False
2026-01-02 16:05:00,0.049752895,False
2026-01-02 16:10:00,0.11807683,False
2026-01-02 16:15:00,0.12262561,False
2026-01-02 16:20:00,0.14876269,False
2026-01-02 16:25:00,0.38166538,True
2026-01-02 16:30:00,0.03960977,False
2026-01-02 16:35:00,0.112733245,False
2026-01-02 16:40:00,0.07465722,False
2026-01-02 16:45:00,0.10770955,False
2026-01-02 16:50:00,0.05968441,False
2026-01-02 16:55:00,0.19623429,False
2026-01-02 17:00:00,0.113097824,False
2026-01-02 17:05:00,0.32335368,False
2026-01-02 17:10:00,0.08255077,False
2026-01-02 17:15:00,0.23810887,False
2026-01-02 17:20:00,0.12516788,False
2026-01-02 17:25:00,0.21319276,False
2026-01-02 17:30:00,0.0892565,False
2026-01-02 17:35:00,0.3080505,False
2026-01-02 17:40:00,0.07857053,False
2026-01-02 17:45:00,0.21840845,False
2026-01-02 17:50:00,0.22627692,False
2026-01-02 17:55:00,0.18327503,False
2026-01-02 18:00:00,0.11467574,False
2026-01-02 18:05:00,0.09862297,False
2026-01-02 18:20:00,0.2279225,False
2026-01-02 18:30:00,0.05342776,False
2026-01-02 18:35:00,0.069891796,False
2026-01-02 18:45:00,0.43076575,True
2026-01-02 18:55:00,0.11645857,False
2026-01-02 19:00:00,0.11941526,False
2026-01-02 19:10:00,0.15443061,False
2026-01-02 19:15:00,0.21541917,False
2026-01-02 19:25:00,0.20336308,False
2026-01-02 19:35:00,0.082905985,False
2026-01-02 19:50:00,0.30137005,False
2026-01-02 19:55:00,0.24603705,False
2026-01-02 20:00:00,0.058107402,False
2026-01-02 20:05:00,0.13782339,False
2026-01-02 20:10:00,0.18208963,False
2026-01-02 20:15:00,0.19661778,False
2026-01-02 20:20:00,0.12813115,False
2026-01-02 20:30:00,0.09917471,False
2026-01-02 20:35:00,0.0904014,False
2026-01-02 20:40:00,0.051814754,False
2026-01-02 20:45:00,0.32602766,False
2026-01-02 20:50:00,0.41574097,True
2026-01-02 20:55:00,0.16778933,False
2026-01-02 21:00:00,0.062028896,False
2026-01-02 21:05:00,0.116380624,False
2026-01-02 21:10:00,0.032781158,False
2026-01-02 21:15:00,0.20523222,False
2026-01-02 21:20:00,0.12670034,False
2026-01-02 21:25:00,0.14277767,False
2026-01-02 21:30:00,0.044020325,False
2026-01-02 21:35:00,0.2019422,False
2026-01-02 21:40:00,0.06448031,False
2026-01-02 21:45:00,0.2002833,False
2026-01-02 21:50:00,0.22158314,False
2026-01-02 21:55:00,0.25036916,False
2026-01-02 22:00:00,0.13911542,False
2026-01-02 22:05:00,0.5106787,True
2026-01-02 22:10:00,0.113953464,False
2026-01-02 22:15:00,0.13902856,False
2026-01-02 22:20:00,0.042714488,False
2026-01-02 22:25:00,0.057454865,False
2026-01-02 22:30:00,0.2709563,False
2026-01-02 22:35:00,0.09098449,False
2026-01-02 22:40:00,0.06304285,False
2026-01-02 22:45:00,0.15712287,False
2026-01-02 22:50:00,0.14494441,False
2026-01-02 22:55:00,0.051882595,False
2026-01-02 23:00:00,0.13608073,False
2026-01-02 23:05:00,0.17333257,False
2026-01-02 23:10:00,0.03680466,False
2026-01-02 23:15:00,0.21509944,False
2026-01-02 23:20:00,0.13428189,False
2026-01-02 23:25:00,0.2981262,False
2026-01-02 23:30:00,0.113488846,False
2026-01-02 23:35:00,0.2366647,False
2026-01-02 23:40:00,0.3229229,False
2026-01-02 23:45:00,0.17624927,False
2026-01-02 23:50:00,0.036516406,False
2026-01-02 23:55:00,0.20874631,False
2026-01-03 00:00:00,0.37762904,True
2026-01-03 00:05:00,0.23734333,False
2026-01-03 00:10:00,0.067620754,False
2026-01-03 00:15:00,0.05935526,False
2026-01-03 00:20:00,0.10937992,False
2026-01-03 00:25:00,0.25520083,False
2026-01-03 00:30:00,0.075430565,False
2026-01-03 00:35:00,0.020279605,False
2026-01-03 00:40:00,0.1911561,False
2026-01-03 00:45:00,0.0335532,False
2026-01-03 00:50:00,0.12876453,False
2026-01-03 00:55:00,0.045733824,False
2026-01-03 01:00:00,0.07124963,False
2026-01-03 01:05:00,0.1805967,False
2026-01-03 01:10:00,0.23702842,False
2026-01-03 01:20:00,0.08909347,False
2026-01-03 01:25:00,0.10990112,False
2026-01-03 01:30:00,0.14663927,False
2026-01-03 01:35:00,0.13153708,False
2026-01-03 01:40:00,0.12851125,False
2026-01-03 01:45:00,0.22926484,False
2026-01-03 01:50:00,0.04392829,False
2026-01-03 01:55:00,0.13041379,False
2026-01-03 02:00:00,0.12400281,False
2026-01-03 02:05:00,0.12736747,False
2026-01-03 02:10:00,0.19378884,False
2026-01-03 02:15:00,0.08389213,False
2026-01-03 02:20:00,0.04623744,False
2026-01-03 02:25:00,0.05774158,False
2026-01-03 02:30:00,0.08690071,False
2026-01-03 02:35:00,0.26086172,False
2026-01-03 02:40:00,0.09553259,False
2026-01-03 02:45:00,0.028775578,False
2026-01-03 02:50:00,0.052090358,False
2026-01-03 02:55:00,0.17767042,False
2026-01-03 03:00:00,0.08599458,False
2026-01-03 03:05:00,0.15615816,False
2026-01-03 03:15:00,0.086169325,False
2026-01-03 03:20:00,0.04714719,False
2026-01-03 03:25:00,0.21316431,False
2026-01-03 03:30:00,0.31161004,False
2026-01-03 03:40:00,0.05944762,False
2026-01-03 03:45:00,0.09914131,False
2026-01-03 03:50:00,0.2947461,False
2026-01-03 03:55:00,0.09237805,False
2026-01-03 04:00:00,0.058302935,False
2026-01-03 04:05:00,0.1323298,False
2026-01-03 04:10:00,0.16715188,False
2026-01-03 04:15:00,0.14222367,False
2026-01-03 04:20:00,0.20085329,False
2026-01-03 04:25:00,0.11673828,False
2026-01-03 04:30:00,0.06221366,False
2026-01-03 04:35:00,0.13242342,False
2026-01-03 04:40:00,0.053413246,False
2026-01-03 04:45:00,0.085614614,False
2026-01-03 04:50:00,0.11019721,False
2026-01-03 04:55:00,0.02454111,False
2026-01-03 05:00:00,0.1382011,False
2026-01-03 05:05:00,0.11171875,False
2026-01-03 05:10:00,0.07861206,False
2026-01-03 05:15:00,0.1174392,False
2026-01-03 05:20:00,0.026612282,False
2026-01-03 05:25:00,0.15558834,False
2026-01-03 05:30:00,0.041659962,False
2026-01-03 05:35:00,0.35129464,True
2026-01-03 05:40:00,0.07131427,False
2026-01-03 05:45:00,0.12925394,False
2026-01-03 05:50:00,0.33127138,True
2026-01-03 05:55:00,0.26865575,False
2026-01-03 06:00:00,0.06861694,False
2026-01-03 06:05:00,0.062237933,False
2026-01-03 06:10:00,0.07589249,False
2026-01-03 06:15:00,0.15785716,False
2026-01-03 06:20:00,0.324377,False
2026-01-03 06:25:00,0.07728061,False
2026-01-03 06:30:00,0.050012972,False
2026-01-03 06:35:00,0.22019295,False
2026-01-03 06:40:00,0.06846219,False
2026-01-03 06:45:00,0.031287815,False
2026-01-03 06:50:00,0.21710253,False
2026-01-03 06:55:00,0.02702163,False
2026-01-03 07:00:00,0.09765607,False
2026-01-03 07:05:00,0.29537317,False
2026-01-03 07:10:00,0.06336145,False
2026-01-03 07:15:00,0.041908715,False
2026-01-03 07:20:00,0.2783157,False
2026-01-03 07:25:00,0.27231574,False
2026-01-03 07:30:00,0.26138774,False
2026-01-03 07:35:00,0.07078105,False
2026-01-03 07:40:00,0.14931323,False
2026-01-03 07:45:00,0.14334096,False
2026-01-03 07:50:00,0.13441794,False
2026-01-03 07:55:00,0.16131195,False
2026-01-03 08:00:00,0.108207844,False
2026-01-03 08:05:00,0.10170243,False
2026-01-03 08:10:00,0.031722236,False
2026-01-03 08:15:00,0.11745724,False
2026-01-03 08:20:00,0.107566334,False
2026-01-03 08:25:00,0.21968015,False
2026-01-03 08:30:00,0.3181828,False
2026-01-03 08:35:00,0.25012732,False
2026-01-03 08:40:00,0.049597085,False
2026-01-03 08:45:00,0.06844478,False
2026-01-03 08:50:00,0.07422491,False
2026-01-03 08:55:00,0.11713046,False
2026-01-03 09:00:00,0.12984501,False
2026-01-03 09:05:00,0.21195209,False
2026-01-03 09:10:00,0.18322308,False
2026-01-03 09:15:00,0.1271486,False
2026-01-03 09:20:00,0.10387447,False
2026-01-03 09:25:00,0.2505453,False
2026-01-03 09:30:00,0.14318548,False
2026-01-03 09:35:00,0.25199702,False
2026-01-03 09:40:00,0.03626768,False
2026-01-03 09:45:00,0.13844086,False
2026-01-03 09:50:00,0.18304361,False
2026-01-03 09:55:00,0.04485418,False
2026-01-03 10:00:00,0.14322178,False
2026-01-03 10:05:00,0.15887167,False
2026-01-03 10:10:00,0.08783244,False
2026-01-03 10:15:00,0.09068132,False
2026-01-03 10:20:00,0.10154164,False
2026-01-03 10:25:00,0.13410048,False
2026-01-03 10:30:00,0.06149948,False
2026-01-03 10:35:00,0.25761506,False
2026-01-03 10:40:00,0.111403115,False
2026-01-03 10:45:00,0.053556863,False
2026-01-03 10:50:00,0.128253,False
2026-01-03 10:55:00,0.11336997,False
2026-01-03 11:00:00,0.13151337,False
2026-01-03 11:05:00,0.062095404,False
2026-01-03 11:10:00,0.1614985,False
2026-01-03 11:15:00,0.066130616,False
2026-01-03 11:20:00,0.036448743,False
2026-01-03 11:25:00,0.118418455,False
2026-01-03 11:30:00,0.132434,False
2026-01-03 11:35:00,0.050354403,False
2026-01-03 11:40:00,0.03929353,False
2026-01-03 11:45:00,0.04737593,False
2026-01-03 11:50:00,0.067964576,False
2026-01-03 11:55:00,0.06195874,False
2026-01-03 12:00:00,0.028925618,False
2026-01-03 12:05:00,0.17874314,False
2026-01-03 12:10:00,0.120146476,False
2026-01-03 12:15:00,0.058135297,False
2026-01-03 12:20:00,0.04874203,False
2026-01-03 12:25:00,0.13468254,False
2026-01-03 12:30:00,0.2661596,False
2026-01-03 12:35:00,0.058794066,False
2026-01-03 12:40:00,0.08193621,False
2026-01-03 12:45:00,0.19008435,False
2026-01-03 12:55:00,0.02581243,False
2026-01-03 13:00:00,0.09592905,False
2026-01-03 13:05:00,0.083225936,False
2026-01-03 13:10:00,0.3074293,False
2026-01-03 13:15:00,0.028250618,False
2026-01-03 13:20:00,0.17765813,False
2026-01-03 13:25:00,0.21495403,False
2026-01-03 13:30:00,0.25437137,False
2026-01-03 13:35:00,0.21226816,False
2026-01-03 13:40:00,0.23573725,False
2026-01-03 13:45:00,0.33134854,True
2026-01-03 13:50:00,0.18210025,False
2026-01-03 13:55:00,0.1129871,False
2026-01-03 14:00:00,0.13709725,False
2026-01-03 14:05:00,0.3343039,True
2026-01-03 14:10:00,0.20769645,False
2026-01-03 14:15:00,0.15065558,False
2026-01-03 14:20:00,0.42015234,True
2026-01-03 14:25:00,0.1346674,False
2026-01-03 14:30:00,0.6439213,True
2026-01-03 14:35:00,0.10024456,False
2026-01-03 14:40:00,0.1978274,False
2026-01-03 14:45:00,0.03948949,False
2026-01-03 14:50:00,0.025774425,False
2026-01-03 14:55:00,0.05724767,False
2026-01-03 15:00:00,0.06738939,False
2026-01-03 15:05:00,0.19567108,False
2026-01-03 15:10:00,0.05112693,False
2026-01-03 15:15:00,0.23144704,False
2026-01-03 15:20:00,0.19304909,False
2026-01-03 15:25:00,0.053134575,False
2026-01-03 15:30:00,0.124721356,False
2026-01-03 15:35:00,0.023038387,False
2026-01-03 15:40:00,0.05657527,False
2026-01-03 15:45:00,0.12737747,False
2026-01-03 15:50:00,0.1552668,False
2026-01-03 15:55:00,0.024897782,False
2026-01-03 16:00:00,0.08507553,False
2026-01-03 16:05:00,0.16349591,False
2026-01-03 16:10:00,0.12962388,False
2026-01-03 16:15:00,0.14150746,False
2026-01-03 16:20:00,0.13481198,False
2026-01-03 16:30:00,0.018040832,False
2026-01-03 16:35:00,0.09606924,False
2026-01-03 16:40:00,0.069540225,False
2026-01-03 16:45:00,0.1782124,False
2026-01-03 16:50:00,0.013339988,False
2026-01-03 16:55:00,0.09244567,False
2026-01-03 17:00:00,0.022426544,False
2026-01-03 17:05:00,0.062832706,False
2026-01-03 17:10:00,0.10273001,False
2026-01-03 17:15:00,0.11941987,False
2026-01-03 17:20:00,0.07918074,False
